building_id,meter,timestamp,meter_reading
602,0,2016-01-01 02:00:00,222.5
614,0,2016-01-01 02:00:00,108.0
754,2,2016-01-01 02:00:00,147.866
793,0,2016-01-01 02:00:00,903.77
793,1,2016-01-01 02:00:00,0.0
793,3,2016-01-01 02:00:00,768.98
838,0,2016-01-01 02:00:00,50.0
874,0,2016-01-01 02:00:00,432.0
874,1,2016-01-01 02:00:00,271.219
947,0,2016-01-01 02:00:00,47.0
1006,0,2016-01-01 02:00:00,56.2501
1050,0,2016-01-01 02:00:00,18.2275
1323,0,2016-01-01 02:00:00,177.0
1323,1,2016-01-01 02:00:00,0.0
1323,3,2016-01-01 02:00:00,1503.05
1380,0,2016-01-01 02:00:00,380.05
1380,1,2016-01-01 02:00:00,17.6322
49,0,2016-01-01 03:00:00,0.0
141,0,2016-01-01 03:00:00,41.2959
168,0,2016-01-01 03:00:00,427.84
168,1,2016-01-01 03:00:00,37.8765
168,3,2016-01-01 03:00:00,193.427
538,0,2016-01-01 03:00:00,3.92
602,0,2016-01-01 03:00:00,221.4
614,0,2016-01-01 03:00:00,106.5
754,2,2016-01-01 03:00:00,373.591
793,0,2016-01-01 03:00:00,910.12
793,1,2016-01-01 03:00:00,0.0
793,3,2016-01-01 03:00:00,744.17
838,0,2016-01-01 03:00:00,50.0
874,0,2016-01-01 03:00:00,443.0
874,1,2016-01-01 03:00:00,255.534
947,0,2016-01-01 03:00:00,48.0
1006,0,2016-01-01 03:00:00,56.6201
1050,0,2016-01-01 03:00:00,17.9425
1323,0,2016-01-01 03:00:00,167.0
1323,1,2016-01-01 03:00:00,0.0
1323,3,2016-01-01 03:00:00,1451.96
1380,0,2016-01-01 03:00:00,378.975
1380,1,2016-01-01 03:00:00,12.3821
49,0,2016-01-01 04:00:00,0.0
141,0,2016-01-01 04:00:00,41.2959
168,0,2016-01-01 04:00:00,438.37
168,1,2016-01-01 04:00:00,44.6992
168,3,2016-01-01 04:00:00,216.873
538,0,2016-01-01 04:00:00,3.52
602,0,2016-01-01 04:00:00,224.25
614,0,2016-01-01 04:00:00,106.0
754,2,2016-01-01 04:00:00,480.48
793,0,2016-01-01 04:00:00,913.72
793,1,2016-01-01 04:00:00,0.0
793,3,2016-01-01 04:00:00,763.75
838,0,2016-01-01 04:00:00,50.0
874,0,2016-01-01 04:00:00,447.0
874,1,2016-01-01 04:00:00,281.172
947,0,2016-01-01 04:00:00,47.0
1006,0,2016-01-01 04:00:00,56.7501
1050,0,2016-01-01 04:00:00,17.99
1323,0,2016-01-01 04:00:00,138.0
1323,1,2016-01-01 04:00:00,0.0
1323,3,2016-01-01 04:00:00,1046.95
1380,0,2016-01-01 04:00:00,364.6
1380,1,2016-01-01 04:00:00,22.3171
49,0,2016-01-01 05:00:00,0.0
141,0,2016-01-01 05:00:00,41.2959
168,0,2016-01-01 05:00:00,434.18
168,1,2016-01-01 05:00:00,37.5248
168,3,2016-01-01 05:00:00,216.873
538,0,2016-01-01 05:00:00,4.88
602,0,2016-01-01 05:00:00,241.262
614,0,2016-01-01 05:00:00,115.2
754,2,2016-01-01 05:00:00,454.078
793,0,2016-01-01 05:00:00,893.58
793,1,2016-01-01 05:00:00,0.0
793,3,2016-01-01 05:00:00,756.73
838,0,2016-01-01 05:00:00,50.0
874,0,2016-01-01 05:00:00,445.0
874,1,2016-01-01 05:00:00,300.093
947,0,2016-01-01 05:00:00,47.0
1006,0,2016-01-01 05:00:00,57.38
1050,0,2016-01-01 05:00:00,18.015
1323,0,2016-01-01 05:00:00,123.0
1323,1,2016-01-01 05:00:00,0.0
1323,3,2016-01-01 05:00:00,1274.79
1380,0,2016-01-01 05:00:00,396.35
1380,1,2016-01-01 05:00:00,12.6719
49,0,2016-01-01 06:00:00,0.0
141,0,2016-01-01 06:00:00,41.2959
168,0,2016-01-01 06:00:00,472.21
168,1,2016-01-01 06:00:00,173.31
538,0,2016-01-01 06:00:00,4.84
602,0,2016-01-01 06:00:00,261.3
614,0,2016-01-01 06:00:00,119.5
754,2,2016-01-01 06:00:00,595.431
793,0,2016-01-01 06:00:00,940.27
793,1,2016-01-01 06:00:00,0.0
793,3,2016-01-01 06:00:00,758.34
838,0,2016-01-01 06:00:00,50.0
874,0,2016-01-01 06:00:00,459.0
874,1,2016-01-01 06:00:00,297.877
947,0,2016-01-01 06:00:00,48.0
1006,0,2016-01-01 06:00:00,57.5
1050,0,2016-01-01 06:00:00,17.95
1323,0,2016-01-01 06:00:00,131.0
1323,1,2016-01-01 06:00:00,0.0
1323,3,2016-01-01 06:00:00,1274.77
1380,0,2016-01-01 06:00:00,388.075
1380,1,2016-01-01 06:00:00,21.4604
49,0,2016-01-01 07:00:00,0.0
141,0,2016-01-01 07:00:00,41.2959
168,0,2016-01-01 07:00:00,438.75
168,1,2016-01-01 07:00:00,387.557
538,0,2016-01-01 07:00:00,3.6
602,0,2016-01-01 07:00:00,481.45
614,0,2016-01-01 07:00:00,133.0
754,2,2016-01-01 07:00:00,502.152
793,0,2016-01-01 07:00:00,945.19
793,1,2016-01-01 07:00:00,0.0
793,3,2016-01-01 07:00:00,755.22
838,0,2016-01-01 07:00:00,50.0
874,0,2016-01-01 07:00:00,455.0
874,1,2016-01-01 07:00:00,299.495
947,0,2016-01-01 07:00:00,47.0
1006,0,2016-01-01 07:00:00,59.62
1050,0,2016-01-01 07:00:00,17.85
1323,0,2016-01-01 07:00:00,133.0
1323,1,2016-01-01 07:00:00,0.0
1323,3,2016-01-01 07:00:00,1268.23
1380,0,2016-01-01 07:00:00,390.425
1380,1,2016-01-01 07:00:00,14.7941
49,0,2016-01-01 08:00:00,0.0
141,0,2016-01-01 08:00:00,41.2959
168,0,2016-01-01 08:00:00,449.74
168,1,2016-01-01 08:00:00,386.08
538,0,2016-01-01 08:00:00,3.4
602,0,2016-01-01 08:00:00,477.4
614,0,2016-01-01 08:00:00,134.25
754,2,2016-01-01 08:00:00,547.519
793,0,2016-01-01 08:00:00,937.53
793,1,2016-01-01 08:00:00,0.0
793,3,2016-01-01 08:00:00,791.0
838,0,2016-01-01 08:00:00,50.0
874,0,2016-01-01 08:00:00,462.0
874,1,2016-01-01 08:00:00,297.772
947,0,2016-01-01 08:00:00,44.0
1006,0,2016-01-01 08:00:00,59.5
1050,0,2016-01-01 08:00:00,20.0375
1323,0,2016-01-01 08:00:00,135.0
1323,1,2016-01-01 08:00:00,0.0
1323,3,2016-01-01 08:00:00,1445.07
1380,0,2016-01-01 08:00:00,392.65
1380,1,2016-01-01 08:00:00,5.2192
49,0,2016-01-01 09:00:00,0.0
141,0,2016-01-01 09:00:00,41.2959
168,0,2016-01-01 09:00:00,454.86
168,1,2016-01-01 09:00:00,401.202
538,0,2016-01-01 09:00:00,4.2
602,0,2016-01-01 09:00:00,485.4
614,0,2016-01-01 09:00:00,134.75
754,2,2016-01-01 09:00:00,552.195
793,0,2016-01-01 09:00:00,872.31
793,1,2016-01-01 09:00:00,0.0
793,3,2016-01-01 09:00:00,761.05
838,0,2016-01-01 09:00:00,50.0
874,0,2016-01-01 09:00:00,464.0
874,1,2016-01-01 09:00:00,293.903
947,0,2016-01-01 09:00:00,45.0
1006,0,2016-01-01 09:00:00,59.38
1050,0,2016-01-01 09:00:00,17.445
1323,0,2016-01-01 09:00:00,130.0
1323,1,2016-01-01 09:00:00,0.0
1323,3,2016-01-01 09:00:00,1250.6
1380,0,2016-01-01 09:00:00,380.05
1380,1,2016-01-01 09:00:00,27.3112
49,0,2016-01-01 10:00:00,0.0
141,0,2016-01-01 10:00:00,41.2959
168,0,2016-01-01 10:00:00,458.77
168,1,2016-01-01 10:00:00,81.3799
168,3,2016-01-01 10:00:00,164.12
538,0,2016-01-01 10:00:00,5.52
602,0,2016-01-01 10:00:00,517.6
614,0,2016-01-01 10:00:00,136.0
754,2,2016-01-01 10:00:00,571.635
793,0,2016-01-01 10:00:00,852.66
793,1,2016-01-01 10:00:00,0.0
793,3,2016-01-01 10:00:00,701.1
838,0,2016-01-01 10:00:00,50.0
874,0,2016-01-01 10:00:00,458.0
874,1,2016-01-01 10:00:00,293.27
947,0,2016-01-01 10:00:00,44.0
1006,0,2016-01-01 10:00:00,56.25
1050,0,2016-01-01 10:00:00,17.3875
1323,0,2016-01-01 10:00:00,120.0
1323,1,2016-01-01 10:00:00,0.0
1323,3,2016-01-01 10:00:00,1265.42
1380,0,2016-01-01 10:00:00,383.525
1380,1,2016-01-01 10:00:00,5.5144
49,0,2016-01-01 11:00:00,0.0
141,0,2016-01-01 11:00:00,41.2959
168,0,2016-01-01 11:00:00,476.68
168,1,2016-01-01 11:00:00,109.374
168,3,2016-01-01 11:00:00,128.951
538,0,2016-01-01 11:00:00,10.76
602,0,2016-01-01 11:00:00,564.75
614,0,2016-01-01 11:00:00,138.5
754,2,2016-01-01 11:00:00,564.8580000000001
793,0,2016-01-01 11:00:00,847.81
793,1,2016-01-01 11:00:00,0.0
793,3,2016-01-01 11:00:00,636.13
838,0,2016-01-01 11:00:00,50.0
874,0,2016-01-01 11:00:00,457.0
874,1,2016-01-01 11:00:00,288.593
947,0,2016-01-01 11:00:00,45.0
1006,0,2016-01-01 11:00:00,55.37
1050,0,2016-01-01 11:00:00,17.5925
1323,0,2016-01-01 11:00:00,170.0
1323,1,2016-01-01 11:00:00,0.0
1323,3,2016-01-01 11:00:00,1604.98
1380,0,2016-01-01 11:00:00,379.25
1380,1,2016-01-01 11:00:00,18.0123
49,0,2016-01-01 12:00:00,0.0
141,0,2016-01-01 12:00:00,41.2959
168,0,2016-01-01 12:00:00,480.83
168,1,2016-01-01 12:00:00,147.42600000000002
168,3,2016-01-01 12:00:00,123.09
538,0,2016-01-01 12:00:00,6.2
602,0,2016-01-01 12:00:00,576.4
614,0,2016-01-01 12:00:00,136.5
754,2,2016-01-01 12:00:00,556.66
793,0,2016-01-01 12:00:00,870.38
793,1,2016-01-01 12:00:00,0.0
793,3,2016-01-01 12:00:00,650.62
838,0,2016-01-01 12:00:00,50.0
874,0,2016-01-01 12:00:00,451.0
874,1,2016-01-01 12:00:00,296.682
947,0,2016-01-01 12:00:00,44.0
1006,0,2016-01-01 12:00:00,54.5001
1050,0,2016-01-01 12:00:00,17.3775
1323,0,2016-01-01 12:00:00,172.0
1323,1,2016-01-01 12:00:00,0.0
1323,3,2016-01-01 12:00:00,1613.01
1380,0,2016-01-01 12:00:00,382.125
1380,1,2016-01-01 12:00:00,15.3737
49,0,2016-01-01 13:00:00,0.0
141,0,2016-01-01 13:00:00,41.2959
168,0,2016-01-01 13:00:00,471.73
168,1,2016-01-01 13:00:00,199.054
168,3,2016-01-01 13:00:00,111.367
538,0,2016-01-01 13:00:00,6.64
602,0,2016-01-01 13:00:00,610.25
614,0,2016-01-01 13:00:00,137.5
754,2,2016-01-01 13:00:00,516.442
793,0,2016-01-01 13:00:00,838.0
793,1,2016-01-01 13:00:00,0.0
793,3,2016-01-01 13:00:00,631.74
838,0,2016-01-01 13:00:00,50.0
874,0,2016-01-01 13:00:00,444.0
874,1,2016-01-01 13:00:00,294.993
947,0,2016-01-01 13:00:00,45.0
1006,0,2016-01-01 13:00:00,53.13
1050,0,2016-01-01 13:00:00,17.755
1323,0,2016-01-01 13:00:00,162.0
1323,1,2016-01-01 13:00:00,0.0
1323,3,2016-01-01 13:00:00,1593.15
1380,0,2016-01-01 13:00:00,375.175
1380,1,2016-01-01 13:00:00,4.1694
49,0,2016-01-01 14:00:00,0.0
141,0,2016-01-01 14:00:00,41.2959
168,0,2016-01-01 14:00:00,481.19
168,1,2016-01-01 14:00:00,253.213
168,3,2016-01-01 14:00:00,108.436
538,0,2016-01-01 14:00:00,6.36
602,0,2016-01-01 14:00:00,622.35
614,0,2016-01-01 14:00:00,137.75
754,2,2016-01-01 14:00:00,645.448
793,0,2016-01-01 14:00:00,848.45
793,1,2016-01-01 14:00:00,0.0
793,3,2016-01-01 14:00:00,662.41
838,0,2016-01-01 14:00:00,50.0
874,0,2016-01-01 14:00:00,449.0
874,1,2016-01-01 14:00:00,294.22
947,0,2016-01-01 14:00:00,44.0
1006,0,2016-01-01 14:00:00,54.75
1050,0,2016-01-01 14:00:00,17.36
1323,0,2016-01-01 14:00:00,170.0
1323,1,2016-01-01 14:00:00,0.0
1323,3,2016-01-01 14:00:00,1763.05
1380,0,2016-01-01 14:00:00,384.425
1380,1,2016-01-01 14:00:00,22.1153
49,0,2016-01-01 15:00:00,0.0
141,0,2016-01-01 15:00:00,41.2959
168,0,2016-01-01 15:00:00,488.0
168,1,2016-01-01 15:00:00,328.966
168,3,2016-01-01 15:00:00,102.575
538,0,2016-01-01 15:00:00,5.2
602,0,2016-01-01 15:00:00,708.75
614,0,2016-01-01 15:00:00,137.5
754,2,2016-01-01 15:00:00,565.889
793,0,2016-01-01 15:00:00,848.88
793,1,2016-01-01 15:00:00,0.0
793,3,2016-01-01 15:00:00,692.65
838,0,2016-01-01 15:00:00,50.0
874,0,2016-01-01 15:00:00,445.0
874,1,2016-01-01 15:00:00,295.486
947,0,2016-01-01 15:00:00,45.0
1006,0,2016-01-01 15:00:00,54.8701
1050,0,2016-01-01 15:00:00,17.31
1323,0,2016-01-01 15:00:00,174.0
1323,1,2016-01-01 15:00:00,0.0
1323,3,2016-01-01 15:00:00,1585.56
1380,0,2016-01-01 15:00:00,385.0
1380,1,2016-01-01 15:00:00,13.5098
49,0,2016-01-01 16:00:00,0.0
141,0,2016-01-01 16:00:00,41.2959
168,0,2016-01-01 16:00:00,500.43
168,1,2016-01-01 16:00:00,313.457
168,3,2016-01-01 16:00:00,96.7134
538,0,2016-01-01 16:00:00,4.48
602,0,2016-01-01 16:00:00,797.55
614,0,2016-01-01 16:00:00,136.25
754,2,2016-01-01 16:00:00,536.005
793,0,2016-01-01 16:00:00,854.75
793,1,2016-01-01 16:00:00,0.0
793,3,2016-01-01 16:00:00,726.85
838,0,2016-01-01 16:00:00,50.0
874,0,2016-01-01 16:00:00,450.0
874,1,2016-01-01 16:00:00,299.53
947,0,2016-01-01 16:00:00,44.0
1006,0,2016-01-01 16:00:00,56.0
1050,0,2016-01-01 16:00:00,18.965
1323,0,2016-01-01 16:00:00,166.0
1323,1,2016-01-01 16:00:00,0.0
1323,3,2016-01-01 16:00:00,1512.07
1380,0,2016-01-01 16:00:00,396.525
1380,1,2016-01-01 16:00:00,18.0715
49,0,2016-01-01 17:00:00,0.0
141,0,2016-01-01 17:00:00,41.2959
168,0,2016-01-01 17:00:00,502.62
168,1,2016-01-01 17:00:00,294.149
168,3,2016-01-01 17:00:00,96.7134
538,0,2016-01-01 17:00:00,6.56
602,0,2016-01-01 17:00:00,816.75
614,0,2016-01-01 17:00:00,136.5
754,2,2016-01-01 17:00:00,583.823
793,0,2016-01-01 17:00:00,899.01
793,1,2016-01-01 17:00:00,0.0
793,3,2016-01-01 17:00:00,735.46
838,0,2016-01-01 17:00:00,50.0
874,0,2016-01-01 17:00:00,455.0
874,1,2016-01-01 17:00:00,295.31
947,0,2016-01-01 17:00:00,45.0
1006,0,2016-01-01 17:00:00,55.2501
1050,0,2016-01-01 17:00:00,20.745
1323,0,2016-01-01 17:00:00,154.0
1323,1,2016-01-01 17:00:00,0.0
1323,3,2016-01-01 17:00:00,1478.13
1380,0,2016-01-01 17:00:00,395.0
1380,1,2016-01-01 17:00:00,20.2574
49,0,2016-01-01 18:00:00,0.0
141,0,2016-01-01 18:00:00,41.2959
168,0,2016-01-01 18:00:00,511.72
168,1,2016-01-01 18:00:00,218.467
168,3,2016-01-01 18:00:00,102.575
538,0,2016-01-01 18:00:00,3.44
602,0,2016-01-01 18:00:00,910.4
614,0,2016-01-01 18:00:00,136.25
754,2,2016-01-01 18:00:00,557.998
793,0,2016-01-01 18:00:00,942.22
793,1,2016-01-01 18:00:00,0.0
793,3,2016-01-01 18:00:00,787.75
838,0,2016-01-01 18:00:00,50.0
874,0,2016-01-01 18:00:00,459.0
874,1,2016-01-01 18:00:00,289.683
947,0,2016-01-01 18:00:00,45.0
1006,0,2016-01-01 18:00:00,53.8801
1050,0,2016-01-01 18:00:00,19.0475
1323,0,2016-01-01 18:00:00,166.0
1323,1,2016-01-01 18:00:00,0.0
1323,3,2016-01-01 18:00:00,1567.93
1380,0,2016-01-01 18:00:00,396.4
1380,1,2016-01-01 18:00:00,19.8292
49,0,2016-01-01 19:00:00,0.0
141,0,2016-01-01 19:00:00,41.2959
168,0,2016-01-01 19:00:00,522.69
168,1,2016-01-01 19:00:00,175.702
168,3,2016-01-01 19:00:00,102.575
538,0,2016-01-01 19:00:00,4.2
602,0,2016-01-01 19:00:00,884.9
614,0,2016-01-01 19:00:00,137.5
754,2,2016-01-01 19:00:00,125.956
793,0,2016-01-01 19:00:00,940.03
793,1,2016-01-01 19:00:00,0.0
793,3,2016-01-01 19:00:00,771.56
838,0,2016-01-01 19:00:00,50.0
874,0,2016-01-01 19:00:00,451.0
874,1,2016-01-01 19:00:00,293.692
947,0,2016-01-01 19:00:00,46.0
1006,0,2016-01-01 19:00:00,56.5001
1050,0,2016-01-01 19:00:00,18.395
1323,0,2016-01-01 19:00:00,161.0
1323,1,2016-01-01 19:00:00,0.0
1323,3,2016-01-01 19:00:00,1510.13
1380,0,2016-01-01 19:00:00,398.475
1380,1,2016-01-01 19:00:00,23.5928
49,0,2016-01-01 20:00:00,0.0
141,0,2016-01-01 20:00:00,41.2959
168,0,2016-01-01 20:00:00,476.09
168,1,2016-01-01 20:00:00,184.635
168,3,2016-01-01 20:00:00,114.298
538,0,2016-01-01 20:00:00,2.8
602,0,2016-01-01 20:00:00,883.35
614,0,2016-01-01 20:00:00,137.25
754,2,2016-01-01 20:00:00,179.65099999999998
793,0,2016-01-01 20:00:00,933.11
793,1,2016-01-01 20:00:00,0.0
793,3,2016-01-01 20:00:00,760.31
838,0,2016-01-01 20:00:00,50.0
874,0,2016-01-01 20:00:00,460.0
874,1,2016-01-01 20:00:00,288.769
947,0,2016-01-01 20:00:00,46.0
1006,0,2016-01-01 20:00:00,56.7501
1050,0,2016-01-01 20:00:00,18.3425
1323,0,2016-01-01 20:00:00,159.0
1323,1,2016-01-01 20:00:00,0.0
1323,3,2016-01-01 20:00:00,1551.82
1380,0,2016-01-01 20:00:00,397.375
1380,1,2016-01-01 20:00:00,40.5566
49,0,2016-01-01 21:00:00,0.0
141,0,2016-01-01 21:00:00,41.2959
168,0,2016-01-01 21:00:00,455.9
168,1,2016-01-01 21:00:00,126.149
168,3,2016-01-01 21:00:00,114.298
538,0,2016-01-01 21:00:00,2.56
602,0,2016-01-01 21:00:00,881.05
614,0,2016-01-01 21:00:00,134.25
754,2,2016-01-01 21:00:00,144.631
793,0,2016-01-01 21:00:00,921.34
793,1,2016-01-01 21:00:00,0.0
793,3,2016-01-01 21:00:00,765.12
838,0,2016-01-01 21:00:00,50.0
874,0,2016-01-01 21:00:00,456.0
874,1,2016-01-01 21:00:00,287.96
947,0,2016-01-01 21:00:00,47.0
1006,0,2016-01-01 21:00:00,56.75
1050,0,2016-01-01 21:00:00,18.4675
1323,0,2016-01-01 21:00:00,169.0
1323,1,2016-01-01 21:00:00,0.0
1323,3,2016-01-01 21:00:00,1506.21
1380,0,2016-01-01 21:00:00,403.45
1380,1,2016-01-01 21:00:00,51.5365
49,0,2016-01-01 22:00:00,0.0
141,0,2016-01-01 22:00:00,41.2959
168,0,2016-01-01 22:00:00,447.12
168,1,2016-01-01 22:00:00,82.4701
168,3,2016-01-01 22:00:00,108.436
538,0,2016-01-01 22:00:00,3.12
602,0,2016-01-01 22:00:00,555.6
614,0,2016-01-01 22:00:00,124.0
754,2,2016-01-01 22:00:00,133.954
793,0,2016-01-01 22:00:00,936.31
793,1,2016-01-01 22:00:00,0.0
793,3,2016-01-01 22:00:00,768.97
838,0,2016-01-01 22:00:00,50.0
874,0,2016-01-01 22:00:00,462.0
874,1,2016-01-01 22:00:00,291.301
947,0,2016-01-01 22:00:00,45.0
1006,0,2016-01-01 22:00:00,56.62
1050,0,2016-01-01 22:00:00,18.0225
1323,0,2016-01-01 22:00:00,176.0
1323,1,2016-01-01 22:00:00,0.0
1323,3,2016-01-01 22:00:00,1566.06
1380,0,2016-01-01 22:00:00,397.55
1380,1,2016-01-01 22:00:00,15.1133
49,0,2016-01-01 23:00:00,0.0
141,0,2016-01-01 23:00:00,41.2959
168,0,2016-01-01 23:00:00,459.85
168,1,2016-01-01 23:00:00,71.6031
168,3,2016-01-01 23:00:00,120.159
538,0,2016-01-01 23:00:00,2.68
602,0,2016-01-01 23:00:00,404.4
614,0,2016-01-01 23:00:00,115.75
754,2,2016-01-01 23:00:00,93.0282
793,0,2016-01-01 23:00:00,917.98
793,1,2016-01-01 23:00:00,0.0
793,3,2016-01-01 23:00:00,777.72
838,0,2016-01-01 23:00:00,50.0
874,0,2016-01-01 23:00:00,454.0
874,1,2016-01-01 23:00:00,286.307
947,0,2016-01-01 23:00:00,46.0
1006,0,2016-01-01 23:00:00,55.63
1050,0,2016-01-01 23:00:00,17.565
1323,0,2016-01-01 23:00:00,165.0
1323,1,2016-01-01 23:00:00,0.0
1323,3,2016-01-01 23:00:00,1546.27
1380,0,2016-01-01 23:00:00,400.075
1380,1,2016-01-01 23:00:00,31.9631
49,0,2016-01-02 00:00:00,0.0
141,0,2016-01-02 00:00:00,39.148
168,0,2016-01-02 00:00:00,446.72
168,1,2016-01-02 00:00:00,66.574
168,3,2016-01-02 00:00:00,128.951
538,0,2016-01-02 00:00:00,2.84
602,0,2016-01-02 00:00:00,371.9
614,0,2016-01-02 00:00:00,111.75
754,2,2016-01-02 00:00:00,151.578
793,0,2016-01-02 00:00:00,937.89
793,1,2016-01-02 00:00:00,0.0
793,3,2016-01-02 00:00:00,791.95
838,0,2016-01-02 00:00:00,45.8333
874,0,2016-01-02 00:00:00,453.0
874,1,2016-01-02 00:00:00,292.813
947,0,2016-01-02 00:00:00,46.0
1006,0,2016-01-02 00:00:00,57.62
1050,0,2016-01-02 00:00:00,19.5225
1323,0,2016-01-02 00:00:00,182.0
1323,1,2016-01-02 00:00:00,0.0
1323,3,2016-01-02 00:00:00,1680.09
1380,0,2016-01-02 00:00:00,397.225
1380,1,2016-01-02 00:00:00,40.2506
49,0,2016-01-02 01:00:00,0.0
141,0,2016-01-02 01:00:00,38.398
168,0,2016-01-02 01:00:00,457.91
168,1,2016-01-02 01:00:00,84.0527
168,3,2016-01-02 01:00:00,123.09
538,0,2016-01-02 01:00:00,4.48
602,0,2016-01-02 01:00:00,357.15
614,0,2016-01-02 01:00:00,109.75
754,2,2016-01-02 01:00:00,93.2212
793,0,2016-01-02 01:00:00,938.99
793,1,2016-01-02 01:00:00,0.0
793,3,2016-01-02 01:00:00,797.02
838,0,2016-01-02 01:00:00,45.8333
874,0,2016-01-02 01:00:00,436.0
874,1,2016-01-02 01:00:00,269.496
947,0,2016-01-02 01:00:00,46.0
1006,0,2016-01-02 01:00:00,56.63
1050,0,2016-01-02 01:00:00,19.58
1323,0,2016-01-02 01:00:00,184.0
1323,1,2016-01-02 01:00:00,0.0
1323,3,2016-01-02 01:00:00,1632.2
1380,0,2016-01-02 01:00:00,387.075
1380,1,2016-01-02 01:00:00,16.7145
49,0,2016-01-02 02:00:00,0.0
141,0,2016-01-02 02:00:00,39.75
168,0,2016-01-02 02:00:00,440.79
168,1,2016-01-02 02:00:00,96.8892
168,3,2016-01-02 02:00:00,128.951
538,0,2016-01-02 02:00:00,3.08
602,0,2016-01-02 02:00:00,356.15
614,0,2016-01-02 02:00:00,108.25
754,2,2016-01-02 02:00:00,163.834
793,0,2016-01-02 02:00:00,935.98
793,1,2016-01-02 02:00:00,0.0
793,3,2016-01-02 02:00:00,822.46
838,0,2016-01-02 02:00:00,45.8333
874,0,2016-01-02 02:00:00,450.0
874,1,2016-01-02 02:00:00,258.10200000000003
947,0,2016-01-02 02:00:00,47.0
1006,0,2016-01-02 02:00:00,56.12
1050,0,2016-01-02 02:00:00,19.4975
1323,0,2016-01-02 02:00:00,175.0
1323,1,2016-01-02 02:00:00,0.0
1323,3,2016-01-02 02:00:00,1610.69
1380,0,2016-01-02 02:00:00,386.95
1380,1,2016-01-02 02:00:00,7.8644
49,0,2016-01-02 03:00:00,0.0
141,0,2016-01-02 03:00:00,43.75
168,0,2016-01-02 03:00:00,448.58
168,1,2016-01-02 03:00:00,57.9577
168,3,2016-01-02 03:00:00,131.882
538,0,2016-01-02 03:00:00,3.88
602,0,2016-01-02 03:00:00,358.3
614,0,2016-01-02 03:00:00,106.0
754,2,2016-01-02 03:00:00,49.2773
793,0,2016-01-02 03:00:00,939.99
793,1,2016-01-02 03:00:00,0.0
793,3,2016-01-02 03:00:00,818.43
838,0,2016-01-02 03:00:00,45.8333
874,0,2016-01-02 03:00:00,436.0
874,1,2016-01-02 03:00:00,261.97
947,0,2016-01-02 03:00:00,45.0
1006,0,2016-01-02 03:00:00,55.5
1050,0,2016-01-02 03:00:00,19.585
1323,0,2016-01-02 03:00:00,174.0
1323,1,2016-01-02 03:00:00,0.0
1323,3,2016-01-02 03:00:00,2130.75
1380,0,2016-01-02 03:00:00,384.2
1380,1,2016-01-02 03:00:00,19.7127
49,0,2016-01-02 04:00:00,0.0
141,0,2016-01-02 04:00:00,42.5
168,0,2016-01-02 04:00:00,442.83
168,1,2016-01-02 04:00:00,65.0266
168,3,2016-01-02 04:00:00,126.02
538,0,2016-01-02 04:00:00,5.88
602,0,2016-01-02 04:00:00,317.55
614,0,2016-01-02 04:00:00,106.0
