building_id,date,consumption_kwh
Academic Building,2024-05-03,315.12
Academic Building,2024-05-04,188.93
Academic Building,2024-05-05,203.93
Academic Building,2024-05-06,242.39
Academic Building,2024-05-07,221.43
Academic Building,2024-05-08,184.93
Academic Building,2024-05-09,241.75
Academic Building,2024-05-10,202.32
Academic Building,2024-05-11,241.23
Academic Building,2024-05-12,192.62
Academic Building,2024-05-13,294.2
Academic Building,2024-05-14,212.69
Academic Building,2024-05-15,228.98
Academic Building,2024-05-16,268.87
Academic Building,2024-05-17,197.47
Academic Building,2024-05-18,233.66
Academic Building,2024-05-19,271.6
Academic Building,2024-05-20,184.74
Academic Building,2024-05-21,247.61
Academic Building,2024-05-22,250.4
Academic Building,2024-05-23,268.81
Academic Building,2024-05-24,198.31
Academic Building,2024-05-25,180.53
Academic Building,2024-05-26,245.17
Academic Building,2024-05-27,252.44
Academic Building,2024-05-28,250.97
Academic Building,2024-05-29,254.48
Academic Building,2024-05-30,218.7
Academic Building,2024-05-31,250.78
Academic Building,2024-06-01,238.06
Academic Building,2024-06-02,202.95
Academic Building,2024-06-03,308.4
Academic Building,2024-06-04,259.83
Academic Building,2024-06-05,201.7
Academic Building,2024-06-06,266.53
Academic Building,2024-06-07,209.59
Academic Building,2024-06-08,256.4
Academic Building,2024-06-09,269.55
Academic Building,2024-06-10,215.43
Academic Building,2024-06-11,278.02
Academic Building,2024-06-12,258.9
Academic Building,2024-06-13,273.37
Academic Building,2024-06-14,311.14
Academic Building,2024-06-15,221.31
Academic Building,2024-06-16,203.67
Academic Building,2024-06-17,214.07
Academic Building,2024-06-18,216.8
Academic Building,2024-06-19,242.8
Academic Building,2024-06-20,257.59
Academic Building,2024-06-21,255.48
Academic Building,2024-06-22,259.9
Academic Building,2024-06-23,231.56
Academic Building,2024-06-24,297.12
Academic Building,2024-06-25,237.14
Academic Building,2024-06-26,341.76
Academic Building,2024-06-27,268.6
Academic Building,2024-06-28,216.85
Admin Block,2024-01-01,158.58
Admin Block,2024-01-02,189.6
Admin Block,2024-01-03,175.43
Admin Block,2024-01-04,194.13
Admin Block,2024-01-05,189.26
Admin Block,2024-01-06,163.29
Admin Block,2024-01-07,147.76
Admin Block,2024-01-08,149.35
Admin Block,2024-01-09,170.67
Admin Block,2024-01-10,196.68
Admin Block,2024-01-11,183.78
Admin Block,2024-01-12,154.54
Admin Block,2024-01-13,167.86
Admin Block,2024-01-14,172.06
Admin Block,2024-01-15,161.62
Admin Block,2024-01-16,182.32
Admin Block,2024-01-17,180.36
Admin Block,2024-01-18,156.29
Admin Block,2024-01-19,186.26
Admin Block,2024-01-20,175.27
Admin Block,2024-01-21,185.66
Admin Block,2024-01-22,200.03
Admin Block,2024-01-23,151.35
Admin Block,2024-01-24,160.09
Admin Block,2024-01-25,189.1
Admin Block,2024-01-26,189.03
Admin Block,2024-01-27,174.0
Admin Block,2024-01-28,240.7
Admin Block,2024-01-29,190.02
Admin Block,2024-01-30,201.26
Admin Block,2024-01-31,197.58
Admin Block,2024-02-01,191.48
Admin Block,2024-02-02,172.09
Admin Block,2024-02-03,178.53
Admin Block,2024-02-04,147.84
Admin Block,2024-02-05,173.51
Admin Block,2024-02-06,168.49
Admin Block,2024-02-07,179.79
Admin Block,2024-02-08,224.39
Admin Block,2024-02-09,140.7
Admin Block,2024-02-10,176.73
Admin Block,2024-02-11,130.7
Admin Block,2024-02-12,168.46
Admin Block,2024-02-13,199.63
Admin Block,2024-02-14,179.09
Admin Block,2024-02-15,156.2
Admin Block,2024-02-16,163.39
Admin Block,2024-02-17,176.24
Admin Block,2024-02-18,147.99
Admin Block,2024-02-19,181.88
Admin Block,2024-02-20,178.41
Admin Block,2024-02-21,164.42
Admin Block,2024-02-22,220.28
Admin Block,2024-02-23,190.03
Admin Block,2024-02-24,121.8
Admin Block,2024-02-25,165.98
Admin Block,2024-02-26,163.96
Admin Block,2024-02-27,194.2
Admin Block,2024-02-28,161.25
Admin Block,2024-02-29,174.76
Admin Block,2024-03-01,187.1
Admin Block,2024-03-02,179.27
Admin Block,2024-03-03,137.89
Admin Block,2024-03-04,170.16
Admin Block,2024-03-05,167.3
Admin Block,2024-03-06,163.68
Admin Block,2024-03-07,212.01
Admin Block,2024-03-08,184.75
Admin Block,2024-03-09,136.38
Admin Block,2024-03-10,179.91
Admin Block,2024-03-11,218.94
Admin Block,2024-03-12,197.1
Admin Block,2024-03-13,146.01
Admin Block,2024-03-14,166.67
Admin Block,2024-03-15,201.64
Admin Block,2024-03-16,147.1
Admin Block,2024-03-17,170.08
Admin Block,2024-03-18,191.64
Admin Block,2024-03-19,157.56
Admin Block,2024-03-20,174.86
Admin Block,2024-03-21,111.17
Admin Block,2024-03-22,155.46
Admin Block,2024-03-23,155.85
Admin Block,2024-03-24,135.89
Admin Block,2024-03-25,208.45
Admin Block,2024-03-26,147.15
Admin Block,2024-03-27,166.9
Admin Block,2024-03-28,178.26
Admin Block,2024-03-29,204.43
Admin Block,2024-03-30,131.83
Admin Block,2024-03-31,183.76
Admin Block,2024-04-01,175.65
Admin Block,2024-04-02,155.77
Admin Block,2024-04-03,184.59
Admin Block,2024-04-04,179.28
Admin Block,2024-04-05,163.25
Admin Block,2024-04-06,161.6
Admin Block,2024-04-07,152.44
Admin Block,2024-04-08,177.37
Admin Block,2024-04-09,188.29
Admin Block,2024-04-10,206.72
Admin Block,2024-04-11,150.19
Admin Block,2024-04-12,217.56
Admin Block,2024-04-13,120.81
Admin Block,2024-04-14,156.76
Admin Block,2024-04-15,186.52
Admin Block,2024-04-16,180.32
Admin Block,2024-04-17,162.2
Admin Block,2024-04-18,170.44
Admin Block,2024-04-19,164.69
Admin Block,2024-04-20,147.71
Admin Block,2024-04-21,176.44
Admin Block,2024-04-22,181.54
Admin Block,2024-04-23,160.49
Admin Block,2024-04-24,192.29
Admin Block,2024-04-25,180.4
Admin Block,2024-04-26,190.46
Admin Block,2024-04-27,171.74
Admin Block,2024-04-28,142.52
Admin Block,2024-04-29,162.85
Admin Block,2024-04-30,188.95
Admin Block,2024-05-01,186.16
Admin Block,2024-05-02,173.48
Admin Block,2024-05-03,176.2
Admin Block,2024-05-04,184.35
Admin Block,2024-05-05,146.92
Admin Block,2024-05-06,184.64
Admin Block,2024-05-07,169.61
Admin Block,2024-05-08,169.25
Admin Block,2024-05-09,195.53
Admin Block,2024-05-10,190.01
Admin Block,2024-05-11,174.72
Admin Block,2024-05-12,184.51
Admin Block,2024-05-13,173.77
Admin Block,2024-05-14,186.94
Admin Block,2024-05-15,167.04
Admin Block,2024-05-16,179.68
Admin Block,2024-05-17,170.55
Admin Block,2024-05-18,160.04
Admin Block,2024-05-19,169.95
Admin Block,2024-05-20,156.64
Admin Block,2024-05-21,214.8
Admin Block,2024-05-22,152.78
Admin Block,2024-05-23,148.57
Admin Block,2024-05-24,195.96
Admin Block,2024-05-25,173.58
Admin Block,2024-05-26,170.18
Admin Block,2024-05-27,185.22
Admin Block,2024-05-28,172.36
Admin Block,2024-05-29,154.6
Admin Block,2024-05-30,174.02
Admin Block,2024-05-31,158.91
Admin Block,2024-06-01,176.9
Admin Block,2024-06-02,154.41
Admin Block,2024-06-03,155.79
Admin Block,2024-06-04,165.82
Admin Block,2024-06-05,180.46
Admin Block,2024-06-06,160.88
Admin Block,2024-06-07,155.66
Admin Block,2024-06-08,161.92
Admin Block,2024-06-09,161.9
Admin Block,2024-06-10,161.81
Admin Block,2024-06-11,162.48
Admin Block,2024-06-12,176.49
Admin Block,2024-06-13,142.84
Admin Block,2024-06-14,143.6
Admin Block,2024-06-15,142.33
Admin Block,2024-06-16,152.38
Admin Block,2024-06-17,177.82
Admin Block,2024-06-18,201.06
Admin Block,2024-06-19,188.65
Admin Block,2024-06-20,168.25
Admin Block,2024-06-21,171.02
Admin Block,2024-06-22,136.3
Admin Block,2024-06-23,155.93
Admin Block,2024-06-24,165.48
Admin Block,2024-06-25,177.65
Admin Block,2024-06-26,154.61
Admin Block,2024-06-27,181.49
Admin Block,2024-06-28,201.7
FBS Building,2024-01-01,304.02
FBS Building,2024-01-02,332.34
FBS Building,2024-01-03,348.46
FBS Building,2024-01-04,288.68
FBS Building,2024-01-05,323.33
FBS Building,2024-01-06,296.94
FBS Building,2024-01-07,301.87
FBS Building,2024-01-08,269.23
FBS Building,2024-01-09,313.35
FBS Building,2024-01-10,339.64
FBS Building,2024-01-11,392.31
FBS Building,2024-01-12,365.51
FBS Building,2024-01-13,416.43
FBS Building,2024-01-14,256.05
FBS Building,2024-01-15,361.48
FBS Building,2024-01-16,407.02
FBS Building,2024-01-17,307.9
FBS Building,2024-01-18,367.95
FBS Building,2024-01-19,234.59
FBS Building,2024-01-20,342.87
FBS Building,2024-01-21,291.33
FBS Building,2024-01-22,240.72
FBS Building,2024-01-23,372.29
FBS Building,2024-01-24,216.19
FBS Building,2024-01-25,210.8
FBS Building,2024-01-26,336.19
FBS Building,2024-01-27,332.92
FBS Building,2024-01-28,355.13
FBS Building,2024-01-29,357.81
FBS Building,2024-01-30,398.47
FBS Building,2024-01-31,356.01
FBS Building,2024-02-01,310.47
FBS Building,2024-02-02,313.95
FBS Building,2024-02-03,287.73
FBS Building,2024-02-04,319.75
FBS Building,2024-02-05,258.4
FBS Building,2024-02-06,337.75
FBS Building,2024-02-07,314.5
FBS Building,2024-02-08,334.66
FBS Building,2024-02-09,335.08
FBS Building,2024-02-10,170.13
FBS Building,2024-02-11,255.68
FBS Building,2024-02-12,314.53
FBS Building,2024-02-13,317.7
FBS Building,2024-02-14,335.27
FBS Building,2024-02-15,337.88
FBS Building,2024-02-16,404.89
FBS Building,2024-02-17,323.94
FBS Building,2024-02-18,289.78
FBS Building,2024-02-19,234.3
FBS Building,2024-02-20,247.23
FBS Building,2024-02-21,352.2
FBS Building,2024-02-22,381.32
FBS Building,2024-02-23,408.03
FBS Building,2024-02-24,262.97
FBS Building,2024-02-25,292.04
FBS Building,2024-02-26,337.33
FBS Building,2024-02-27,436.86
FBS Building,2024-02-28,330.82
FBS Building,2024-02-29,410.07
FBS Building,2024-03-01,453.61
FBS Building,2024-03-02,373.68
FBS Building,2024-03-03,296.81
FBS Building,2024-03-04,379.19
FBS Building,2024-03-05,361.5
FBS Building,2024-03-06,401.52
FBS Building,2024-03-07,273.43
FBS Building,2024-03-08,364.48
FBS Building,2024-03-09,370.21
FBS Building,2024-03-10,215.52
FBS Building,2024-03-11,262.42
FBS Building,2024-03-12,215.59
FBS Building,2024-03-13,313.18
FBS Building,2024-03-14,367.71
FBS Building,2024-03-15,411.13
FBS Building,2024-03-16,317.83
FBS Building,2024-03-17,403.57
FBS Building,2024-03-18,253.34
FBS Building,2024-03-19,235.81
FBS Building,2024-03-20,326.69
FBS Building,2024-03-21,351.12
FBS Building,2024-03-22,328.45
FBS Building,2024-03-23,201.79
FBS Building,2024-03-24,310.85
FBS Building,2024-03-25,259.25
FBS Building,2024-03-26,368.08
FBS Building,2024-03-27,351.66
FBS Building,2024-03-28,280.06
FBS Building,2024-03-29,303.74
FBS Building,2024-03-30,258.99
FBS Building,2024-03-31,314.05
FBS Building,2024-04-01,385.28
FBS Building,2024-04-02,278.79
FBS Building,2024-04-03,360.97
FBS Building,2024-04-04,304.34
FBS Building,2024-04-05,290.14
FBS Building,2024-04-06,313.11
FBS Building,2024-04-07,262.31
FBS Building,2024-04-08,304.05
FBS Building,2024-04-09,268.87
FBS Building,2024-04-10,443.06
FBS Building,2024-04-11,337.19
FBS Building,2024-04-12,297.02
FBS Building,2024-04-13,332.52
FBS Building,2024-04-14,314.82
FBS Building,2024-04-15,324.1
FBS Building,2024-04-16,370.28
FBS Building,2024-04-17,378.41
FBS Building,2024-04-18,307.82
FBS Building,2024-04-19,305.58
FBS Building,2024-04-20,307.37
FBS Building,2024-04-21,196.14
FBS Building,2024-04-22,254.66
FBS Building,2024-04-23,413.43
FBS Building,2024-04-24,428.97
FBS Building,2024-04-25,325.05
FBS Building,2024-04-26,370.71
FBS Building,2024-04-27,341.37
FBS Building,2024-04-28,493.84
FBS Building,2024-04-29,401.33
FBS Building,2024-04-30,450.25
FBS Building,2024-05-01,287.7
FBS Building,2024-05-02,295.92
FBS Building,2024-05-03,291.0
FBS Building,2024-05-04,315.72
FBS Building,2024-05-05,323.62
FBS Building,2024-05-06,283.13
FBS Building,2024-05-07,305.76
FBS Building,2024-05-08,299.47
FBS Building,2024-05-09,322.96
FBS Building,2024-05-10,354.5
FBS Building,2024-05-11,377.83
FBS Building,2024-05-12,386.04
FBS Building,2024-05-13,379.2
FBS Building,2024-05-14,295.43
FBS Building,2024-05-15,343.57
FBS Building,2024-05-16,474.59
FBS Building,2024-05-17,400.05
FBS Building,2024-05-18,305.27
FBS Building,2024-05-19,416.76
FBS Building,2024-05-20,323.66
FBS Building,2024-05-21,308.49
FBS Building,2024-05-22,422.27
FBS Building,2024-05-23,273.72
FBS Building,2024-05-24,240.74
FBS Building,2024-05-25,383.02
FBS Building,2024-05-26,333.02
FBS Building,2024-05-27,353.76
FBS Building,2024-05-28,327.12
FBS Building,2024-05-29,334.13
FBS Building,2024-05-30,322.3
FBS Building,2024-05-31,313.32
FBS Building,2024-06-01,311.99
FBS Building,2024-06-02,310.51
FBS Building,2024-06-03,302.93
FBS Building,2024-06-04,318.77
FBS Building,2024-06-05,211.35
FBS Building,2024-06-06,386.91
FBS Building,2024-06-07,370.96
FBS Building,2024-06-08,330.08
FBS Building,2024-06-09,348.05
FBS Building,2024-06-10,365.3
FBS Building,2024-06-11,310.68
FBS Building,2024-06-12,321.46
FBS Building,2024-06-13,380.06
FBS Building,2024-06-14,362.66
FBS Building,2024-06-15,448.88
FBS Building,2024-06-16,425.83
FBS Building,2024-06-17,403.32
FBS Building,2024-06-18,310.35
FBS Building,2024-06-19,321.45
FBS Building,2024-06-20,297.64
FBS Building,2024-06-21,368.39
FBS Building,2024-06-22,187.5
FBS Building,2024-06-23,313.28
FBS Building,2024-06-24,336.88
FBS Building,2024-06-25,270.16
FBS Building,2024-06-26,398.13
FBS Building,2024-06-27,291.85
FBS Building,2024-06-28,369.48
Auditorium,2024-01-01,191.76
Auditorium,2024-01-02,125.83
Auditorium,2024-01-03,147.77
Auditorium,2024-01-04,143.89
Auditorium,2024-01-05,140.97
Auditorium,2024-01-06,146.4
Auditorium,2024-01-07,151.59
Auditorium,2024-01-08,161.57
Auditorium,2024-01-09,139.15
Auditorium,2024-01-10,186.51
Auditorium,2024-01-11,123.45
Auditorium,2024-01-12,134.51
Auditorium,2024-01-13,137.55
Auditorium,2024-01-14,136.34
Auditorium,2024-01-15,157.32
Auditorium,2024-01-16,173.7
Auditorium,2024-01-17,148.2
Auditorium,2024-01-18,151.71
Auditorium,2024-01-19,141.08
Auditorium,2024-01-20,143.82
Auditorium,2024-01-21,130.22
Auditorium,2024-01-22,145.21
Auditorium,2024-01-23,158.15
Auditorium,2024-01-24,165.52
Auditorium,2024-01-25,116.88
Auditorium,2024-01-26,155.41
Auditorium,2024-01-27,130.95
Auditorium,2024-01-28,149.21
Auditorium,2024-01-29,146.25
Auditorium,2024-01-30,169.52
Auditorium,2024-01-31,139.85
Auditorium,2024-02-01,116.55
Auditorium,2024-02-02,165.77
Auditorium,2024-02-03,122.35
Auditorium,2024-02-04,111.3
Auditorium,2024-02-05,150.24
Auditorium,2024-02-06,146.41
Auditorium,2024-02-07,162.35
Auditorium,2024-02-08,163.39
Auditorium,2024-02-09,151.43
Auditorium,2024-02-10,121.73
Auditorium,2024-02-11,139.3
Auditorium,2024-02-12,152.48
Auditorium,2024-02-13,158.53
Auditorium,2024-02-14,136.88
Auditorium,2024-02-15,143.99
Auditorium,2024-02-16,157.64
Auditorium,2024-02-17,153.71
Auditorium,2024-02-18,149.49
Auditorium,2024-02-19,151.23
Auditorium,2024-02-20,142.69
Auditorium,2024-02-21,156.06
Auditorium,2024-02-22,133.63
Auditorium,2024-02-23,137.74
Auditorium,2024-02-24,157.65
Auditorium,2024-02-25,141.03
Auditorium,2024-02-26,144.79
Auditorium,2024-02-27,162.44
Auditorium,2024-02-28,169.3
Auditorium,2024-02-29,143.33
Auditorium,2024-03-01,143.59
Auditorium,2024-03-02,126.71
Auditorium,2024-03-03,149.46
Auditorium,2024-03-04,164.6
Auditorium,2024-03-05,170.79
Auditorium,2024-03-06,165.13
Auditorium,2024-03-07,125.52
Auditorium,2024-03-08,154.21
Auditorium,2024-03-09,119.12
Auditorium,2024-03-10,127.31
Auditorium,2024-03-11,152.56
Auditorium,2024-03-12,162.53
Auditorium,2024-03-13,136.64
Auditorium,2024-03-14,115.13
Auditorium,2024-03-15,152.71
Auditorium,2024-03-16,174.65
Auditorium,2024-03-17,131.96
Auditorium,2024-03-18,150.7
Auditorium,2024-03-19,176.73
Auditorium,2024-03-20,158.85
Auditorium,2024-03-21,153.25
Auditorium,2024-03-22,156.63
Auditorium,2024-03-23,138.75
Auditorium,2024-03-24,117.9
Auditorium,2024-03-25,129.88
Auditorium,2024-03-26,178.3
Auditorium,2024-03-27,152.76
Auditorium,2024-03-28,151.5
Auditorium,2024-03-29,148.65
Auditorium,2024-03-30,146.72
Auditorium,2024-03-31,173.08
Auditorium,2024-04-01,157.86
Auditorium,2024-04-02,141.18
Auditorium,2024-04-03,148.0
Auditorium,2024-04-04,166.06
Auditorium,2024-04-05,141.26
Auditorium,2024-04-06,147.78
Auditorium,2024-04-07,100.19
Auditorium,2024-04-08,146.55
Auditorium,2024-04-09,159.42
Auditorium,2024-04-10,169.05
Auditorium,2024-04-11,137.72
Auditorium,2024-04-12,127.46
Auditorium,2024-04-13,131.09
Auditorium,2024-04-14,118.12
Auditorium,2024-04-15,147.76
Auditorium,2024-04-16,149.9
Auditorium,2024-04-17,130.21
Auditorium,2024-04-18,162.07
Auditorium,2024-04-19,147.64
Auditorium,2024-04-20,151.21
Auditorium,2024-04-21,107.33
Auditorium,2024-04-22,134.74
Auditorium,2024-04-23,157.75
Auditorium,2024-04-24,138.01
Auditorium,2024-04-25,147.53
Auditorium,2024-04-26,150.01
Auditorium,2024-04-27,137.37
Auditorium,2024-04-28,124.84
Auditorium,2024-04-29,152.24
Auditorium,2024-04-30,138.26
Auditorium,2024-05-01,160.11
Auditorium,2024-05-02,148.28
Auditorium,2024-05-03,152.33
Auditorium,2024-05-04,173.55
Auditorium,2024-05-05,118.39
Auditorium,2024-05-06,170.83
Auditorium,2024-05-07,110.11
Auditorium,2024-05-08,118.82
Auditorium,2024-05-09,131.39
Auditorium,2024-05-10,132.34
Auditorium,2024-05-11,138.06
Auditorium,2024-05-12,139.35
Auditorium,2024-05-13,146.18
Auditorium,2024-05-14,147.75
Auditorium,2024-05-15,157.92
Auditorium,2024-05-16,162.5
Auditorium,2024-05-17,130.1
Auditorium,2024-05-18,129.57
Auditorium,2024-05-19,133.96
Auditorium,2024-05-20,157.28
Auditorium,2024-05-21,138.41
Auditorium,2024-05-22,148.66
Auditorium,2024-05-23,150.45
Auditorium,2024-05-24,139.43
Auditorium,2024-05-25,124.08
Auditorium,2024-05-26,136.48
Auditorium,2024-05-27,148.04
Auditorium,2024-05-28,157.51
Auditorium,2024-05-29,134.2
Auditorium,2024-05-30,144.74
Auditorium,2024-05-31,146.56
Auditorium,2024-06-01,147.21
Auditorium,2024-06-02,120.89
Auditorium,2024-06-03,153.52
Auditorium,2024-06-04,153.79
Auditorium,2024-06-05,174.7
Auditorium,2024-06-06,134.89
Auditorium,2024-06-07,140.14
Auditorium,2024-06-08,120.94
Auditorium,2024-06-09,109.95
Auditorium,2024-06-10,176.47
Auditorium,2024-06-11,131.38
Auditorium,2024-06-12,137.76
Auditorium,2024-06-13,169.74
Auditorium,2024-06-14,123.7
Auditorium,2024-06-15,146.35
Auditorium,2024-06-16,113.8
Auditorium,2024-06-17,168.7
Auditorium,2024-06-18,117.45
Auditorium,2024-06-19,123.7
Auditorium,2024-06-20,141.83
Auditorium,2024-06-21,164.58
Auditorium,2024-06-22,134.54
Auditorium,2024-06-23,129.96
Auditorium,2024-06-24,170.19
Auditorium,2024-06-25,182.33
Auditorium,2024-06-26,160.08
Auditorium,2024-06-27,140.66
Auditorium,2024-06-28,143.73
Library,2024-01-01,212.02
Library,2024-01-02,274.64
Library,2024-01-03,196.87
Library,2024-01-04,295.13
Library,2024-01-05,360.65
Library,2024-01-06,287.79
Library,2024-01-07,234.49
Library,2024-01-08,294.41
Library,2024-01-09,343.72
Library,2024-01-10,341.57
Library,2024-01-11,225.83
Library,2024-01-12,294.06
Library,2024-01-13,249.09
Library,2024-01-14,292.6
Library,2024-01-15,288.66
Library,2024-01-16,164.86
Library,2024-01-17,255.94
Library,2024-01-18,280.64
Library,2024-01-19,207.25
Library,2024-01-20,283.05
Library,2024-01-21,188.42
Library,2024-01-22,236.17
Library,2024-01-23,332.56
Library,2024-01-24,232.53
Library,2024-01-25,298.23
Library,2024-01-26,193.59
Library,2024-01-27,351.26
Library,2024-01-28,244.0
Library,2024-01-29,277.09
Library,2024-01-30,280.96
Library,2024-01-31,300.34
Library,2024-02-01,204.74
Library,2024-02-02,272.96
Library,2024-02-03,228.66
Library,2024-02-04,182.37
Library,2024-02-05,317.92
Library,2024-02-06,257.75
Library,2024-02-07,284.61
Library,2024-02-08,281.89
Library,2024-02-09,258.83
Library,2024-02-10,347.88
Library,2024-02-11,256.97
Library,2024-02-12,204.09
Library,2024-02-13,256.28
Library,2024-02-14,296.89
Library,2024-02-15,427.1
Library,2024-02-16,302.58
Library,2024-02-17,189.04
Library,2024-02-18,227.08
Library,2024-02-19,263.76
Library,2024-02-20,271.65
Library,2024-02-21,303.03
Library,2024-02-22,283.2
Library,2024-02-23,215.21
Library,2024-02-24,277.51
Library,2024-02-25,287.98
Library,2024-02-26,300.79
Library,2024-02-27,324.34
Library,2024-02-28,313.33
Library,2024-02-29,296.56
Library,2024-03-01,272.84
Library,2024-03-02,186.36
Library,2024-03-03,280.53
Library,2024-03-04,285.65
Library,2024-03-05,288.62
Library,2024-03-06,219.05
Library,2024-03-07,227.95
Library,2024-03-08,324.09
Library,2024-03-09,260.02
Library,2024-03-10,292.57
Library,2024-03-11,278.27
Library,2024-03-12,278.44
Library,2024-03-13,319.42
Library,2024-03-14,254.08
Library,2024-03-15,281.73
Library,2024-03-16,241.7
Library,2024-03-17,243.05
Library,2024-03-18,263.79
Library,2024-03-19,287.8
Library,2024-03-20,256.36
Library,2024-03-21,334.51
Library,2024-03-22,237.84
Library,2024-03-23,254.79
Library,2024-03-24,243.51
Library,2024-03-25,343.51
Library,2024-03-26,287.34
Library,2024-03-27,325.03
Library,2024-03-28,211.85
Library,2024-03-29,290.82
Library,2024-03-30,303.93
Library,2024-03-31,267.7
Library,2024-04-01,327.05
Library,2024-04-02,255.92
Library,2024-04-03,342.72
Library,2024-04-04,382.85
Library,2024-04-05,263.17
Library,2024-04-06,244.55
Library,2024-04-07,330.1
Library,2024-04-08,350.88
Library,2024-04-09,256.37
Library,2024-04-10,261.09
Library,2024-04-11,267.42
Library,2024-04-12,219.7
Library,2024-04-13,223.96
Library,2024-04-14,220.21
Library,2024-04-15,245.95
Library,2024-04-16,279.04
Library,2024-04-17,291.24
Library,2024-04-18,350.57
Library,2024-04-19,235.97
Library,2024-04-20,310.29
Library,2024-04-21,256.47
Library,2024-04-22,278.97
Library,2024-04-23,311.67
Library,2024-04-24,230.88
Library,2024-04-25,298.71
Library,2024-04-26,289.09
Library,2024-04-27,288.86
Library,2024-04-28,279.81
Library,2024-04-29,392.39
Library,2024-04-30,253.3
Library,2024-05-01,258.21
Library,2024-05-02,254.16
